Key,Desc,table
441,Private nonfarm wage and salary employment: Instruments and related products (38),SAEMP27S
474,Private nonfarm wage and salary employment: Petroleum and coal products (29),SAEMP27S
530,Private nonfarm wage and salary employment: Water transportation (44),SAEMP27S
610,Private nonfarm wage and salary employment: Wholesale trade (F),SAEMP27S
805,Private nonfarm wage and salary employment: Hotels and other lodging places (70),SAEMP27S
465,Private nonfarm wage and salary employment: Paper and allied products,SAEMP27S
931,Govt. and govt. enterprises wage and salary employment: State government,SAEMP27S
610,Private nonfarm wage and salary employment: Wholesale trade,SAEMP27S
541,Private nonfarm wage and salary employment: Local and interurban passenger transit,SAEMP27S
835,Private nonfarm wage and salary employment: Amusement and recreation services (79),SAEMP27S
300,Private nonfarm wage and salary employment: Construction,SAEMP27S
544,Private nonfarm wage and salary employment: Transportation services,SAEMP27S
840,Private nonfarm wage and salary employment: Motion pictures (78),SAEMP27S
459,Private nonfarm wage and salary employment: Textile mill products (22),SAEMP27S
845,Private nonfarm wage and salary employment: Health services,SAEMP27S
830,Private nonfarm wage and salary employment: Miscellaneous repair services (76),SAEMP27S
426,Private nonfarm wage and salary employment: Fabricated metal products,SAEMP27S
560,Private nonfarm wage and salary employment: Communications (48),SAEMP27S
845,Private nonfarm wage and salary employment: Health services (80),SAEMP27S
438,Private nonfarm wage and salary employment: Other transportation equipment (372-379),SAEMP27S
459,Private nonfarm wage and salary employment: Textile mill products,SAEMP27S
820,Private nonfarm wage and salary employment: Business services,SAEMP27S
932,Govt. and govt. enterprises wage and salary employment: Local government,SAEMP27S
932,Govt. and govt. enterprises wage and salary employment: Local government,SAEMP27S
820,Private nonfarm wage and salary employment: Business services (73),SAEMP27S
468,Private nonfarm wage and salary employment: Printing and publishing (27),SAEMP27S
825,"Private nonfarm wage and salary employment: Automotive repair, services, and parking (75)",SAEMP27S
570,"Private nonfarm wage and salary employment: Electric, gas, and sanitary services",SAEMP27S
825,"Private nonfarm wage and salary employment: Automotive repair, services, and parking",SAEMP27S
468,Private nonfarm wage and salary employment: Printing and publishing,SAEMP27S
815,Private nonfarm wage and salary employment: Private households (88),SAEMP27S
543,"Private nonfarm wage and salary employment: Pipelines, except natural gas",SAEMP27S
417,Private nonfarm wage and salary employment: Furniture and fixtures (25),SAEMP27S
815,Private nonfarm wage and salary employment: Private households,SAEMP27S
570,"Private nonfarm wage and salary employment: Electric, gas, and sanitary services (49)",SAEMP27S
471,Private nonfarm wage and salary employment: Chemicals and allied products,SAEMP27S
830,Private nonfarm wage and salary employment: Miscellaneous repair services,SAEMP27S
544,Private nonfarm wage and salary employment: Transportation services (47),SAEMP27S
810,Private nonfarm wage and salary employment: Personal services,SAEMP27S
413,Private nonfarm wage and salary employment: Lumber and wood products,SAEMP27S
438,Private nonfarm wage and salary employment: Other transportation equipment,SAEMP27S
810,Private nonfarm wage and salary employment: Personal services (72),SAEMP27S
456,Private nonfarm wage and salary employment: Tobacco products,SAEMP27S
462,Private nonfarm wage and salary employment: Apparel and other textile products,SAEMP27S
850,Private nonfarm wage and salary employment: Legal services (81),SAEMP27S
900,Wage and salary employment: Government and government enterprises,SAEMP27S
474,Private nonfarm wage and salary employment: Petroleum and coal products,SAEMP27S
417,Private nonfarm wage and salary employment: Furniture and fixtures,SAEMP27S
420,"Private nonfarm wage and salary employment: Stone, clay, and glass products (32)",SAEMP27S
560,Private nonfarm wage and salary employment: Communications,SAEMP27S
456,Private nonfarm wage and salary employment: Tobacco products (21),SAEMP27S
931,Govt. and govt. enterprises wage and salary employment: State government,SAEMP27S
530,Private nonfarm wage and salary employment: Water transportation,SAEMP27S
910,Govt. and govt. enterprises wage and salary employment: Federal civilian,SAEMP27S
465,Private nonfarm wage and salary employment: Paper and allied products (26),SAEMP27S
920,Govt. and govt. enterprises wage and salary employment: Military,SAEMP27S
880,Private nonfarm wage and salary employment: Miscellaneous services,SAEMP27S
730,"Private nonfarm wage and salary employment: Other finance, insurance, and real estate",SAEMP27S
930,Govt. and govt. enterprises wage and salary employment: State and local,SAEMP27S
432,Private nonfarm wage and salary employment: Electronic and other electric equipment,SAEMP27S
880,Private nonfarm wage and salary employment: Miscellaneous services (89),SAEMP27S
330,Private nonfarm wage and salary employment: Special trade contractors (17),SAEMP27S
500,Private nonfarm wage and salary employment: Transportation and public utilities (E),SAEMP27S
510,Private nonfarm wage and salary employment: Railroad transportation,SAEMP27S
730,"Private nonfarm wage and salary employment: Other finance, insurance, and real estate (62-65,67)",SAEMP27S
520,Private nonfarm wage and salary employment: Trucking and warehousing,SAEMP27S
865,"Private nonfarm wage and salary employment: Museums, botanical, zoological gardens",SAEMP27S
700,"Private nonfarm wage and salary employment: Finance, insurance, and real estate (H)",SAEMP27S
855,Private nonfarm wage and salary employment: Educational services (82),SAEMP27S
500,Private nonfarm wage and salary employment: Transportation and public utilities,SAEMP27S
628,Private nonfarm wage and salary employment: Miscellaneous retail (59),SAEMP27S
900,Wage and salary employment: Government and government enterprises,SAEMP27S
628,Private nonfarm wage and salary employment: Miscellaneous retail,SAEMP27S
860,Private nonfarm wage and salary employment: Social services,SAEMP27S
860,Private nonfarm wage and salary employment: Social services (83),SAEMP27S
731,Private nonfarm wage and salary employment: Security and commodity brokers,SAEMP27S
875,Private nonfarm wage and salary employment: Engineering and management services (87),SAEMP27S
870,Private nonfarm wage and salary employment: Membership organizations (86),SAEMP27S
733,"Private nonfarm wage and salary employment: Insurance agents, brokers, and services (64)",SAEMP27S
732,Private nonfarm wage and salary employment: Insurance carriers,SAEMP27S
910,Govt. and govt. enterprises wage and salary employment: Federal civilian,SAEMP27S
70,Farm wage and salary employment,SAEMP27S
734,Private nonfarm wage and salary employment: Real estate (65),SAEMP27S
734,Private nonfarm wage and salary employment: Real estate,SAEMP27S
732,Private nonfarm wage and salary employment: Insurance carriers (63),SAEMP27S
735,"Private nonfarm wage and salary employment: Combined real estate, insurance, etc.",SAEMP27S
870,Private nonfarm wage and salary employment: Membership organizations,SAEMP27S
735,"Private nonfarm wage and salary employment: Combined real estate, insurance, etc.",SAEMP27S
875,Private nonfarm wage and salary employment: Engineering and management services,SAEMP27S
510,Private nonfarm wage and salary employment: Railroad transportation (40),SAEMP27S
736,Private nonfarm wage and salary employment: Holding and other investment offices (67),SAEMP27S
731,Private nonfarm wage and salary employment: Security and commodity brokers (62),SAEMP27S
736,Private nonfarm wage and salary employment: Holding and other investment offices,SAEMP27S
429,Private nonfarm wage and salary employment: Industrial machinery and equipment,SAEMP27S
865,"Private nonfarm wage and salary employment: Museums, botanical, zoological gardens (84)",SAEMP27S
920,Govt. and govt. enterprises wage and salary employment: Military,SAEMP27S
80,Nonfarm wage and salary employment,SAEMP27S
930,Govt. and govt. enterprises wage and salary employment: State and local,SAEMP27S
627,Private nonfarm wage and salary employment: Eating and drinking places,SAEMP27S
447,Private nonfarm wage and salary employment: Ordnance,SAEMP27S
480,Private nonfarm wage and salary employment: Leather and leather products (31),SAEMP27S
447,Private nonfarm wage and salary employment: Ordnance,SAEMP27S
622,Private nonfarm wage and salary employment: General merchandise stores,SAEMP27S
310,Private nonfarm wage and salary employment: General building contractors,SAEMP27S
480,Private nonfarm wage and salary employment: Leather and leather products,SAEMP27S
540,Private nonfarm wage and salary employment: Other transportation,SAEMP27S
700,"Private nonfarm wage and salary employment: Finance, insurance, and real estate",SAEMP27S
621,Private nonfarm wage and salary employment: Building materials and garden equipment,SAEMP27S
540,"Private nonfarm wage and salary employment: Other transportation (41,45-47)",SAEMP27S
621,Private nonfarm wage and salary employment: Building materials and garden equipment (52),SAEMP27S
300,Private nonfarm wage and salary employment: Construction (C),SAEMP27S
444,Private nonfarm wage and salary employment: Miscellaneous manufacturing industries,SAEMP27S
477,Private nonfarm wage and salary employment: Rubber and miscellaneous plastics products (30),SAEMP27S
733,"Private nonfarm wage and salary employment: Insurance agents, brokers, and services",SAEMP27S
710,"Private nonfarm wage and salary employment: Depository and nondepository institutions (60,61)",SAEMP27S
620,Private nonfarm wage and salary employment: Retail trade (G),SAEMP27S
477,Private nonfarm wage and salary employment: Rubber and miscellaneous plastics products,SAEMP27S
541,Private nonfarm wage and salary employment: Local and interurban passenger transit (41),SAEMP27S
620,Private nonfarm wage and salary employment: Retail trade,SAEMP27S
310,Private nonfarm wage and salary employment: General building contractors (15),SAEMP27S
450,Private nonfarm wage and salary employment: Nondurable goods manufacturing,SAEMP27S
622,Private nonfarm wage and salary employment: General merchandise stores (53),SAEMP27S
623,Private nonfarm wage and salary employment: Food stores (54),SAEMP27S
627,Private nonfarm wage and salary employment: Eating and drinking places (58),SAEMP27S
80,Nonfarm wage and salary employment,SAEMP27S
626,Private nonfarm wage and salary employment: Home furniture and furnishings stores (57),SAEMP27S
626,Private nonfarm wage and salary employment: Home furniture and furnishings stores,SAEMP27S
800,Private nonfarm wage and salary employment: Services (I),SAEMP27S
855,Private nonfarm wage and salary employment: Educational services,SAEMP27S
625,Private nonfarm wage and salary employment: Apparel and accessory stores,SAEMP27S
330,Private nonfarm wage and salary employment: Special trade contractors,SAEMP27S
850,Private nonfarm wage and salary employment: Legal services,SAEMP27S
